,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
775,-117.97,33.84,34.0,874.0,153.0,549.0,153.0,4.8667,0.7587471250204619,<1H OCEAN
776,-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,-0.040696387869752514,INLAND
777,-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,0.6064317297319366,<1H OCEAN
778,-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,0.7459584266951521,<1H OCEAN
779,-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,1.09100350221429,INLAND
780,-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,-1.3420963100282863,NEAR OCEAN
781,-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,-1.1777415542069518,<1H OCEAN
782,-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,4.6484,-0.8680652224937453,INLAND
783,-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,0.6653796360751498,<1H OCEAN
784,-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,0.6499932334025148,<1H OCEAN
785,-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,-1.0325698458735795,INLAND
786,-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,0.7726348521080998,<1H OCEAN
787,-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,0.7698373243494389,<1H OCEAN
788,-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,0.7887206367204004,<1H OCEAN
789,-123.82,40.12,33.0,2985.0,591.0,1221.0,486.0,2.087,-1.9701412918476808,<1H OCEAN
790,-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,0.6454972066475224,<1H OCEAN
791,-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,0.4907339745701696,<1H OCEAN
792,-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,-1.3445441468171142,NEAR BAY
793,-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,-0.20295299787209306,INLAND
794,-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,0.9156085029168107,INLAND
795,-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,0.7548006126466369,<1H OCEAN
796,-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,-0.2687948119062919,INLAND
797,-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,-0.9732222927076981,INLAND
798,-121.73,36.9,23.0,2392.0,721.0,3074.0,718.0,2.5195,-1.0878210191071336,<1H OCEAN
799,-117.18,34.08,28.0,2243.0,399.0,1464.0,379.0,3.2105,1.0793138326513125,INLAND
800,-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,-0.9495931743175788,INLAND
801,-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,-0.0004819263390012896,INLAND
802,-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,0.6348566099940453,<1H OCEAN
803,-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,0.7800283183274184,INLAND
804,-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,1.1583939476863174,NEAR OCEAN
805,-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304,0.6293115103295576,<1H OCEAN
806,-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,0.8037073925703698,<1H OCEAN
807,-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,0.61252634377759,<1H OCEAN
808,-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,-0.08785471294432388,INLAND
809,-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519,0.8066547878875306,<1H OCEAN
810,-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,1.1189787798008985,<1H OCEAN
811,-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,2.2132117802600195,INLAND
812,-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,-1.3574827127009232,NEAR BAY
813,-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,0.6613831678484934,<1H OCEAN
814,-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,-1.3122726658868467,NEAR BAY
815,-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,0.8749444387105595,INLAND
816,-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,-1.4981583942793038,<1H OCEAN
817,-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,0.8382768427309668,INLAND
818,-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,0.6936046929259273,<1H OCEAN
819,-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,1.2075505068742185,NEAR OCEAN
820,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,0.3009017338038886,INLAND
821,-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,-1.4181291180404674,NEAR BAY
822,-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,-1.349339908689105,NEAR OCEAN
823,-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,0.7683886046172742,<1H OCEAN
824,-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,-1.2012208050385709,<1H OCEAN
825,-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,-1.2874446070287306,NEAR OCEAN
826,-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,0.9345917269934386,INLAND
827,-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,-1.0136365776497847,INLAND
828,-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,0.6120267852492572,<1H OCEAN
829,-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,0.6369547558130412,<1H OCEAN
830,-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,0.1989418381712608,<1H OCEAN
831,-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,-1.1333308010382097,<1H OCEAN
832,-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,1.179375405876277,NEAR OCEAN
833,-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,0.6745715129964648,<1H OCEAN
834,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,0.685411933061276,<1H OCEAN
835,-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,0.7299725537885194,<1H OCEAN
836,-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,-0.25785448013581463,INLAND
837,-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,0.8624055196494175,<1H OCEAN
838,-121.36,38.01,16.0,926.0,230.0,451.0,198.0,4.0221,-0.7681535168272812,INLAND
839,-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,1.113183900872243,INLAND
840,-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,0.7298726420828531,<1H OCEAN
841,-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,1.1842211236011,NEAR OCEAN
842,-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,0.638003828722539,<1H OCEAN
843,-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,-1.2145590177450472,<1H OCEAN
844,-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,0.682314670185616,<1H OCEAN
845,-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,-1.019681235842605,INLAND
846,-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,0.8051061564496999,<1H OCEAN
847,-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,-1.148467424446678,<1H OCEAN
848,-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,0.7673395317077769,<1H OCEAN
849,-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,-0.2172403717823968,INLAND
850,-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,-1.3492899528362714,NEAR OCEAN
851,-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,0.6778186434306255,<1H OCEAN
852,-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,0.7637926661566183,<1H OCEAN
853,-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,-1.3748173936340529,NEAR OCEAN
854,-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,0.4542162461490779,INLAND
855,-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,-0.7111538887445628,INLAND
856,-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,0.7564491557901322,<1H OCEAN
857,-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,0.7941158688263898,<1H OCEAN
858,-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,1.0206656614250975,INLAND
859,-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,-1.160007226451154,INLAND
860,-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,0.6922059290465958,<1H OCEAN
861,-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,0.6499432775496817,<1H OCEAN
862,-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,0.6697757511244745,<1H OCEAN
863,-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,-0.0051278206524917195,INLAND
864,-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,-1.3389990471526252,NEAR OCEAN
865,-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,0.7882710340449005,INLAND
866,-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,-1.1486672478580118,INLAND
867,-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,-0.019165415298631108,INLAND
868,-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,-1.3784142150380483,NEAR BAY
869,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,0.6339574046430484,<1H OCEAN
870,-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,0.7886207250147338,<1H OCEAN
871,-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,1.1694341911624648,<1H OCEAN
872,-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,-1.1637539154136454,NEAR BAY
873,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,0.6434490166813623,<1H OCEAN
874,-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,0.6660790180148148,<1H OCEAN
875,-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,0.8948268681381853,INLAND
876,-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,-0.0038789243316610543,INLAND
877,-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,-1.5141942230387715,<1H OCEAN
878,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,-1.1495164973561756,<1H OCEAN
879,-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,1.0560344052310273,INLAND
880,-121.27,38.12,44.0,2356.0,482.0,1043.0,443.0,2.4949,-0.9171218699759784,INLAND
881,-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,-0.06512479990520464,NEAR OCEAN
882,-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,-0.5999521603377891,INLAND
883,-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,0.5995378220409505,<1H OCEAN
884,-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,-0.5973045001376275,INLAND
885,-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,-1.3916525160388542,NEAR BAY
886,-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,0.656287670859502,<1H OCEAN
887,-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,0.6856117564726083,<1H OCEAN
888,-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,1.2065513898175546,NEAR OCEAN
889,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,-1.372519424403723,NEAR BAY
890,-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,0.6552385979500044,NEAR OCEAN
891,-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,0.6567372735350001,<1H OCEAN
892,-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,-1.3425459127037853,NEAR BAY
893,-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,0.6421002086548652,<1H OCEAN
894,-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,0.7167842086405463,<1H OCEAN
895,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,-0.6913713710226043,INLAND
896,-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,1.1349146968546986,NEAR OCEAN
897,-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,-1.3704712344375607,NEAR OCEAN
898,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,1.1147824881629063,NEAR OCEAN
899,-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,0.6696258835659754,<1H OCEAN
900,-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,1.0384499450337277,<1H OCEAN
901,-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,-0.9723230873567006,INLAND
902,-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,0.6832638313894464,<1H OCEAN
903,-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,0.6591351544709966,<1H OCEAN
904,-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,-1.1818379341392775,<1H OCEAN
905,-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,1.134515050032034,NEAR OCEAN
906,-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,0.9298958768271146,INLAND
907,-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,-1.3686228678827326,NEAR BAY
908,-117.24,34.14,6.0,2383.0,606.0,1301.0,488.0,3.016,1.0418469430263881,INLAND
909,-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,0.6184710902647453,<1H OCEAN
910,-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,0.7414623999401622,<1H OCEAN
911,-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,0.7678890460889437,<1H OCEAN
912,-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,0.7810274353840825,<1H OCEAN
913,-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,-1.374367790958554,NEAR BAY
914,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,0.16027600807833856,INLAND
915,-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,0.6673778701884793,<1H OCEAN
916,-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,-1.348890306013606,NEAR BAY
917,-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,0.9279475985666177,INLAND
918,-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,0.5385916815844076,<1H OCEAN
919,-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,-1.5146937815671044,<1H OCEAN
920,-122.33,38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,-1.3129720478265101,NEAR BAY
921,-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,-0.09205100458231544,INLAND
922,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,0.6506926153421805,<1H OCEAN
923,-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,-1.3044795528448634,NEAR BAY
924,-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,0.6665286206903154,<1H OCEAN
925,-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,-1.1710974257801323,<1H OCEAN
926,-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,2.3594,-0.4703666780883838,INLAND
927,-121.97,36.97,24.0,3665.0,870.0,1954.0,833.0,2.8036,-1.278452553518748,NEAR OCEAN
928,-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,1.2069510366402196,NEAR OCEAN
929,-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,0.7772807464215894,NEAR OCEAN
930,-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,1.2311796252643383,NEAR OCEAN
931,-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,0.7859730648145739,<1H OCEAN
932,-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,-1.4317670658639383,NEAR OCEAN
933,-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,0.6639808721958205,<1H OCEAN
934,-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,0.9142596948903136,<1H OCEAN
935,-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,1.6103945041214052,INLAND
936,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,0.7974129551133826,INLAND
937,-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,-0.5162261509892909,INLAND
938,-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,-0.7741981750201021,INLAND
939,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,1.1372126660850284,<1H OCEAN
940,-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,0.6929552668390951,<1H OCEAN
941,-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,0.6520913792215113,<1H OCEAN
942,-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,1.2325284332908368,NEAR OCEAN
943,-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,-1.281649728100076,<1H OCEAN
944,-118.14,34.06,37.0,1339.0,258.0,706.0,238.0,4.7569,0.7090410514513947,<1H OCEAN
945,-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,0.653889789923507,<1H OCEAN
946,-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,0.7146361069687166,NEAR OCEAN
947,-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,-0.9326081843542816,INLAND
948,-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,1.2265836868036817,NEAR OCEAN
949,-118.51,34.0,52.0,1241.0,502.0,679.0,459.0,2.3098,0.6082800962867659,<1H OCEAN
950,-118.09,33.74,44.0,1671.0,390.0,871.0,367.0,4.6369,0.6988001016205836,NEAR OCEAN
951,-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,0.10322642414278844,INLAND
952,-117.22,32.75,26.0,696.0,185.0,384.0,184.0,2.6121,1.1621905925016451,NEAR OCEAN
953,-122.04,37.62,35.0,1032.0,173.0,453.0,176.0,6.396,-1.3229132625403244,NEAR BAY
954,-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,1.1726813215966236,INLAND
955,-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,1.1136335035477432,INLAND
956,-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,1.2235863356336878,NEAR OCEAN
957,-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,-1.407488521386987,NEAR BAY
958,-118.24,33.96,34.0,1724.0,432.0,1876.0,416.0,2.1078,0.6799667451024537,<1H OCEAN
959,-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,0.8476685430636159,INLAND
960,-119.29,34.28,38.0,2387.0,748.0,1537.0,741.0,2.3147,0.41999648695831326,NEAR OCEAN
961,-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,0.6598844922634945,<1H OCEAN
962,-122.14,37.44,52.0,3117.0,468.0,1114.0,421.0,6.6756,-1.3746675260755539,NEAR BAY
963,-117.13,32.58,27.0,2511.0,615.0,1427.0,576.0,3.1645,1.186419181125762,NEAR OCEAN
964,-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,2.9375,-0.05243601328556331,INLAND
965,-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679,-1.3948496906201788,NEAR BAY
966,-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,-0.9339569923807792,INLAND
967,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,0.65378987821784,<1H OCEAN
968,-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,0.7281741430865245,<1H OCEAN
969,-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,0.08089615792633337,NEAR OCEAN
970,-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,0.8983737336893464,INLAND
971,-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,2.0116399140779246,INLAND
972,-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,0.7966136614680509,INLAND
973,-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,1.0180679570777693,INLAND
974,-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,0.695103368510923,<1H OCEAN
975,-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,-0.9749707475568617,INLAND
976,-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,-1.3334039916353033,NEAR BAY
977,-122.08,37.39,4.0,2292.0,,1050.0,584.0,4.8036,-1.2829485802737384,NEAR BAY
978,-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,1.1766278339704477,NEAR OCEAN
979,-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,0.6109777123397597,<1H OCEAN
980,-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,0.6547390394216726,<1H OCEAN
981,-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,-0.35466892292661767,INLAND
982,-122.54,37.99,32.0,2236.0,348.0,818.0,330.0,7.3521,-1.3340534177221368,NEAR BAY
983,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,1.1975593363075743,NEAR OCEAN
984,-118.34,34.04,35.0,2345.0,607.0,2042.0,565.0,2.5955,0.6556382447726712,<1H OCEAN
985,-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,-0.28852737377541937,<1H OCEAN
986,-118.54,34.23,29.0,1753.0,342.0,1318.0,333.0,4.125,0.6705250889169732,<1H OCEAN
987,-117.05,32.76,37.0,4879.0,906.0,2076.0,871.0,3.6625,1.1555464640748248,NEAR OCEAN
988,-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,-1.267512221748269,NEAR OCEAN
989,-122.53,38.01,27.0,3121.0,531.0,1318.0,489.0,5.4781,-1.2812500812774072,NEAR BAY
990,-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,0.6617828146711582,<1H OCEAN
991,-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,0.6213185738762396,<1H OCEAN
992,-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,-1.3844588732308667,NEAR OCEAN
993,-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,0.9402367383635926,INLAND
994,-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,-1.309575049833852,NEAR BAY
995,-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,-1.2027694364764006,<1H OCEAN
996,-122.78,38.44,14.0,4143.0,656.0,1569.0,629.0,3.9766,-1.5862805186771243,<1H OCEAN
997,-122.31,38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293,-1.3119229749170136,NEAR BAY
998,-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,0.9055673764973305,INLAND
999,-122.01,37.93,25.0,2652.0,335.0,1062.0,334.0,7.5898,-1.2723579394730933,NEAR BAY
1000,-118.85,34.21,29.0,2195.0,414.0,1360.0,401.0,3.4773,0.6317093912655524,<1H OCEAN
1001,-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,-1.3147205026756743,NEAR BAY
1002,-118.11,34.07,19.0,3215.0,907.0,3072.0,870.0,2.3393,0.6922558848994287,<1H OCEAN
1003,-121.28,38.7,15.0,5828.0,1051.0,2868.0,1037.0,3.7813,-0.8739600131280675,INLAND
1004,-118.1,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,0.6665785765431477,<1H OCEAN
1005,-120.07,36.96,32.0,1268.0,283.0,549.0,273.0,1.4511,-0.26275015371347143,INLAND
1006,-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,0.696402220684587,<1H OCEAN
1007,-122.42,37.8,52.0,3823.0,1040.0,1830.0,977.0,4.2458,-1.4257723635239503,NEAR BAY
1008,-118.7,34.3,23.0,2831.0,406.0,1284.0,393.0,6.1383,0.4055092896366774,<1H OCEAN
1009,-117.12,32.57,35.0,1450.0,256.0,930.0,286.0,2.6715,1.2237861590450196,NEAR OCEAN
1010,-122.42,37.8,52.0,3067.0,870.0,2122.0,850.0,2.5603,-1.4101361815871487,NEAR BAY
1011,-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,0.24814835321199485,INLAND
1012,-122.66,39.02,16.0,3715.0,810.0,943.0,510.0,1.7446,-0.8579241843685995,INLAND
1013,-118.45,33.99,52.0,1010.0,244.0,573.0,242.0,4.1861,0.6322589056467182,<1H OCEAN
1014,-117.61,34.08,12.0,4427.0,,2400.0,843.0,4.7147,1.0334044038975714,INLAND
1015,-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,4.7446,0.8527640400526038,<1H OCEAN
1016,-115.73,32.8,44.0,472.0,81.0,206.0,57.0,2.2083,1.1396605028738571,INLAND
1017,-118.12,34.1,34.0,2918.0,555.0,1435.0,568.0,4.2344,0.6883593283784379,<1H OCEAN
1018,-117.96,33.65,18.0,3603.0,879.0,1549.0,756.0,4.0229,0.7860729765202401,<1H OCEAN
1019,-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223,0.5500815277360499,<1H OCEAN
1020,-119.02,35.41,41.0,2221.0,516.0,1106.0,473.0,1.97,0.2845162140745885,INLAND
1021,-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,0.8396256507574651,INLAND
1022,-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,-1.40738860968132,NEAR BAY
1023,-117.15,32.91,14.0,1259.0,238.0,889.0,247.0,4.9464,1.2265836868036812,<1H OCEAN
1024,-118.44,34.29,30.0,1632.0,401.0,1357.0,401.0,3.1588,0.6558880240368375,<1H OCEAN
1025,-119.8,36.02,20.0,156.0,39.0,171.0,37.0,3.05,0.06985591445018949,INLAND
1026,-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,-0.16588575506983388,INLAND
1027,-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,0.6651798126638178,<1H OCEAN
1028,-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,0.6207191036422409,<1H OCEAN
